linker_smiles,common_name,compatible_metals,mof_ids
[O-]C(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)O)c(c(n1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Cu,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)O)c(c(n1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1c2cccc3c2c2c(c1c1ccc(cc1)C(=O)[O-])cccc2c(c3c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1c2cccc3c2c2c(c1c1ccc(cc1)C(=O)[O-])cccc2c(c3c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-],4-[10-(4-carboxylatophenyl)anthracen-9-yl]benzoate,Cd,[Cd].[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-],,"Hf, Zr",[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43; [O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1cc(c2cc(C)c(cc2C)c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-])c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1cc(c2cc(C)c(cc2C)c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-])c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1C)c1c(C)c(cc(c1O)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])O,,Zr,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1C)c1c(C)c(cc(c1O)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])O.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]3[Zr]1389%10[O]%114[Zr]4%12%13%145[O]56[Zr]6%15%162([O]71[O]86[Zr]12[O]%10[Zr]6([O]3%114)[O]%13[Zr]([O]%125%15)([O]%161)[O]26)[O]9%14
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],"4-[2,4,5-tris(4-carboxylatophenyl)phenyl]benzoate",V,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O].[V]
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1CCC13CCc3c1c(OP(=O)(O2)[O])c(cc3c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1CCC13CCc3c1c(OP(=O)(O2)[O])c(cc3c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],"4-[3,6,8-tris(4-carboxylatophenyl)pyren-1-yl]benzoate","Bi, Ce, Mn, Zn, Zr",[Bi].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]; [Mn][OH2][Mn][OH2][Mn].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]; [O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43; [O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43; [O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn]; [O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn]
[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],"5-(4-carboxylatophenyl)benzene-1,3-dicarboxylate",Cd,[Cd][Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN=N[N]1,,Tb,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN=N[N]1.[OH]12[Tb]34[OH]5[Tb]672[O]2[Tb]891[OH]4[Tb]14%10[OH]3[Tb]3%115[OH]7[Tb]57[OH]6[Tb]6%122[OH]9[Tb]2([OH]81)[OH]%10[Tb]([OH]35)([O]4%11)([OH]62)[OH]7%12
[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],"4-[3,5-bis(4-carboxylatophenyl)phenyl]benzoate","Ag, Al, Eu, Yb",[Ag][Ag].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]; [Al]1[OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH]1.[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]; [Eu].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]; [O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Yb][Yb]
[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,In,[In].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,4-[6-(4-carboxylatophenyl)-4-pyridin-4-yl-2-pyridinyl]benzoate,Tb,[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1.[Tb][OH]1[Tb][OH]2[Tb]1[OH]1[Tb]2[OH]([Tb]1)[Tb]
[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cc(c(c2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc(c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,"Cr, Fe",[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cc(c(c2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc(c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]; [Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cc(c(c2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc(c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])c1cc(c3ccc(cc3)C(=O)[O-])c(cc1c1c2cc(c2ccc(cc2)C(=O)[O-])c(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])c1cc(c3ccc(cc3)C(=O)[O-])c(cc1c1c2cc(c2ccc(cc2)C(=O)[O-])c(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)[O])C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)[O])C(=O)[O-].[OH].[Zn]
[O-]C(=O)c1ccc(cc1)c1ccc(c2c1N[C](N2)c1ccc(cc1)[C]1Nc2c(N1)c(ccc2c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1)c1ccc(c2c1N[C](N2)c1ccc(cc1)[C]1Nc2c(N1)c(ccc2c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],"4,4'-biphenyldicarboxylate","Co, In, Mn, Tb, Zn, Zr",[Co].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]; [In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]; [Mn][OH2][Mn].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]; [O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43; [O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43; [O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]; [O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn]
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],,Zr,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],,Mn,[Mn].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],,Cu,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],4-[4-(4-carboxylatophenyl)phenyl]benzoate,Zr,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1nc2c([nH]1)c1cccnc1c1c2cccn1,,Mn,[Mn].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1nc2c([nH]1)c1cccnc1c1c2cccn1
[O-]C(=O)c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)[O-],,Co,[Co][OH2][Co][OH2][Co].[O-]C(=O)c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1ccc(nc1)C(=O)[O-],,Eu,[Eu]12[O]3[Eu]4[O]2[Eu]2[O]1[Eu]3[O]42.[O-]C(=O)c1ccc(cc1)c1ccc(nc1)C(=O)[O-]
[O-]C(=O)c1ccc(cc1)c1ccc2c(c1)c1cc(ccc1[nH]2)c1ccc(cc1)C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1)c1ccc2c(c1)c1cc(ccc1[nH]2)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]
[O-]C(=O)c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O-],4-[3-(4-carboxylatophenyl)phenyl]benzoate,Hf,[O-]C(=O)c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43
[O-]C(=O)c1ccc(cc1)c1ccnc(c1)C(=O)[O-],4-(4-carboxylatophenyl)pyridine-2-carboxylate,Mg,[Mg].[O-]C(=O)c1ccc(cc1)c1ccnc(c1)C(=O)[O-].[OH]
[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],,"Cu, Er, Zn",[Cu][Cu].[Cu][O]1([Cu])[Cu][O]([Cu]1)([Cu])[Cu].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-]; [Er]12[OH]3[Er]4[OH]2[Er]2[OH]1[Er]3[OH]42.[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-]; [O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-].[Zn]
[O-]C(=O)c1ccc(cc1)c1cncnc1,4-pyrimidin-5-ylbenzoate,Cu,I[Cu][Cu]I.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cncnc1
[O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,"Hf, Pb, Zr",[O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH]12[Hf]34[OH]5[Hf]62[OH]2[Hf]71[OH]4[Hf]14[OH]3[Hf]35[OH]6[Hf]2([OH]71)[OH]43; [O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43; [O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43; [O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Pb]
[O-]C(=O)c1ccc(cc1)c1nn(nc1c1ccc(cc1)C(=O)[O-])c1ccccc1,,Zn,[O-]C(=O)c1ccc(cc1)c1nn(nc1c1ccc(cc1)C(=O)[O-])c1ccccc1.[Zn][Zn]
[O-]C(=O)c1ccc(cc1)n1ccnc1C,4-(2-methylimidazol-1-yl)benzoate,Cd,[Cd].[O-]C(=O)c1ccc(cc1)n1ccnc1C
[O-]C(=O)c1ccc(cc1)n1ccnc1c1nccn1c1ccc(cc1)C(=O)[O-],,"Cu, Ni, Zn",[Cu].[O-]C(=O)c1ccc(cc1)n1ccnc1c1nccn1c1ccc(cc1)C(=O)[O-]; [Ni].[O-]C(=O)c1ccc(cc1)n1ccnc1c1nccn1c1ccc(cc1)C(=O)[O-]; [O-]C(=O)c1ccc(cc1)n1ccnc1c1nccn1c1ccc(cc1)C(=O)[O-].[Zn]
[O-]C(=O)c1ccc(cc1)n1cnnc1,"4-(1,2,4-triazol-4-yl)benzoate","Cu, Zn",[Cu][OH]([Cu])[Cu].[O-]C(=O)c1ccc(cc1)n1cnnc1; [O-]C(=O)c1ccc(cc1)n1cnnc1.[Zn]
[O-]C(=O)c1ccc(cc1)n1nc(c(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1)n1nc(c(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn].[Zn]O[Zn].[Zn][O]([Zn])[Zn]
[O-]C(=O)c1ccc(cc1)n1ncnc1,"4-(1,2,4-triazol-1-yl)benzoate",Cu,[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1
[O-]C(=O)c1ccc(cc1)n1nnc(c1)c1cc(cc(c1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])c1nnn(c1)c1ccc(cc1)C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1)n1nnc(c1)c1cc(cc(c1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])c1nnn(c1)c1ccc(cc1)C(=O)[O-].[Zn].[Zn]O[Zn]
[O-]C(=O)c1ccc(cc1F)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-])c1ccc(cc1)N(c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-])c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1F)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-])c1ccc(cc1)N(c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-])c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-].[Zn]
[O-]C(=O)c1ccc(cc1NC1=NC(=[N]=C([N]1)Nc1cc(ccc1C(=O)[O-])C(=O)[O-])Nc1cccc(c1)C(=O)[O-])C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1NC1=NC(=[N]=C([N]1)Nc1cc(ccc1C(=O)[O-])C(=O)[O-])Nc1cccc(c1)C(=O)[O-])C(=O)[O-].[Zn]
[O-]C(=O)c1ccc(cc1NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],,Zn,[O-]C(=O)c1ccc(cc1NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn]
[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],,Mn,[Mn].[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-]
[O-]C(=O)c1ccc(cn1)C(=O)[O-],"2,5-pyridinedicarboxylate",In,[In].[O-]C(=O)c1ccc(cn1)C(=O)[O-]
[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-],6-(5-carboxylato-2-pyridinyl)pyridine-3-carboxylate,"Sc, Th",[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-].[Sc]; [O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-].[Th]
[O-]C(=O)c1ccc(o1)C(=O)[O-],"furan-2,5-dicarboxylate","Al, Cd, Ce, Eu, Fe, Pr, Zn",F[Fe](F)(F)F.F[Fe](F)F.[Fe].[O-]C(=O)c1ccc(o1)C(=O)[O-]; [Al].[O-]C(=O)c1ccc(o1)C(=O)[O-].[OH]; [Cd].[O-]C(=O)c1ccc(o1)C(=O)[O-]; [Ce].[O-]C(=O)c1ccc(o1)C(=O)[O-]; [Eu].[O-]C(=O)c1ccc(o1)C(=O)[O-]; [O-]C(=O)c1ccc(o1)C(=O)[O-].[Pr]; [O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn]
[O-]C(=O)c1ccc(s1)C(=O)[O-],"thiophene-2,5-dicarboxylate","Co, Zn",[Co][OH2][Co].[O-]C(=O)c1ccc(s1)C(=O)[O-]; [O-]C(=O)c1ccc(s1)C(=O)[O-].[O]P(=O)[O].[Zn]
[O-]C(=O)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C(=O)[O-])c1ccc(cc1)c1ccc(s1)C(=O)[O-],,Cu,[Cu][Cu].[O-]C(=O)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C(=O)[O-])c1ccc(cc1)c1ccc(s1)C(=O)[O-]
[O-]C(=O)c1ccc2-c3c(Cc2c1)cc(cc3)C(=O)[O-],"9H-fluorene-2,7-dicarboxylate",Zn,[O-]C(=O)c1ccc2-c3c(Cc2c1)cc(cc3)C(=O)[O-].[Zn][OH]([Zn]([OH]([Zn])[Zn])[OH]([Zn])[Zn])[Zn]; [O-]C(=O)c1ccc2-c3c(Cc2c1)cc(cc3)C(=O)[O-].[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn]; [O-]C(=O)c1ccc2-c3c(Cc2c1)cc(cc3)C(=O)[O-].[Zn][O]1([Zn])[Zn]23[Zn]1([O]2([Zn])[Zn])[O]3([Zn])[Zn]
